,num,plain,jit,cython
376,377.0,0.007877847796771675,0.00036279380437918005,0.0002964243991300464
377,378.0,0.007890359399607406,0.0003600316005758941,0.00029821220086887477
378,379.0,0.007962340000085532,0.00036573139950633047,0.00029979319660924377
379,380.0,0.007968584599439055,0.00036336880293674767,0.00030085460166446866
380,381.0,0.008048256603069603,0.00036482139839790764,0.00030226819799281655
381,382.0,0.008088368194876239,0.00037050620303489266,0.0003039742005057633
382,383.0,0.008129655197262765,0.00037103119539096954,0.0003058033995330334
383,384.0,0.008158125600311905,0.00037146920221857725,0.00030804520356468855
384,385.0,0.008202885399805382,0.0003728308016434312,0.0003081329981796443
385,386.0,0.008231960202101618,0.0003817001997958869,0.0003104311996139586
386,387.0,0.008286183199379593,0.0003759704006370157,0.0003120076027698815
387,388.0,0.008315305598080159,0.00037814820534549655,0.0003130090015474707
388,389.0,0.00836257780320011,0.0003797721990849823,0.0003225551976356655
389,390.0,0.008397814398631454,0.0003818702010903507,0.00031672599725425244
390,391.0,0.00846674400381744,0.00038335659774020315,0.00031785439932718873
391,392.0,0.008494190400233493,0.00038529519806616006,0.00032578000100329517
392,393.0,0.00855275240028277,0.00038644899614155294,0.0003203504020348191
393,394.0,0.008610969601431862,0.0003920221992302686,0.00032174420193769037
394,395.0,0.008653930603759363,0.0003936566004995257,0.00032385579543188215
395,396.0,0.008687173196813091,0.0003921816009096801,0.0003252216032706201
396,397.0,0.008719720802037045,0.0003942800045479089,0.0003267785999923944
397,398.0,0.008760875603184105,0.0003963641996961087,0.0003287408035248518
398,399.0,0.008815777796553449,0.00039796840283088384,0.0003295321948826313
399,400.0,0.008909364201826975,0.0004020816006232053,0.00033124659676104785
400,401.0,0.008912472001975402,0.00040192219894379376,0.000333127798512578
401,402.0,0.008952656999463215,0.0004055467958096415,0.0003349359962157905
402,403.0,0.009039868001127615,0.0004052189993672073,0.00033627120428718625
403,404.0,0.009038686798885465,0.00040746559971012176,0.00034284699941053984
404,405.0,0.009109535202151164,0.000415735796559602,0.00033984180190600456
405,406.0,0.009163542604073881,0.00041151840123347937,0.0003411410027183592
406,407.0,0.009209943603491411,0.0004245513991918415,0.00034279280225746334
407,408.0,0.009291431005112826,0.000424153998028487,0.00034461040049791334
408,409.0,0.009343712602276354,0.0004203087999485433,0.00034924260107800366
409,410.0,0.009340525401057675,0.0004194972047116607,0.00034848859650082886
410,411.0,0.009412240999517962,0.00042063840082846583,0.00034931160043925045
411,412.0,0.009473465196788312,0.0004301424021832645,0.0003627527970820665
412,413.0,0.009657024400075898,0.0004274607985280454,0.00036102779558859764
413,414.0,0.009680357202887535,0.00044164119753986597,0.00035956520005129276
414,415.0,0.009786275995429606,0.0004435781971551478,0.00035886260448023675
415,416.0,0.009825276001356542,0.0004381217993795872,0.00036141499876976015
416,417.0,0.009869522601366042,0.00044411940034478904,0.00037117499741725626
417,418.0,0.009898538200650365,0.000441419001435861,0.00036077999975532294
418,419.0,0.009966208599507809,0.00044678300037048757,0.0003654860018286854
419,420.0,0.010015796998050063,0.0004547506046947092,0.0003719066036865115
420,421.0,0.010064284800319002,0.0004480556002818048,0.0003790068032685667
421,422.0,0.01011699460214004,0.00045767140109091996,0.0003806723980233073
422,423.0,0.010186691198032349,0.00045087579637765885,0.00037618300411850213
423,424.0,0.010198594199027865,0.0004619979998096824,0.0003751880023628473
424,425.0,0.010250579199055209,0.0004569280019495636,0.0003722715948242694
425,426.0,0.010259642597520723,0.0004535341984592378,0.00037702100235037506
426,427.0,0.010355312196770683,0.0004700264020357281,0.0003889220010023564
427,428.0,0.010420376999536528,0.0004639495979063213,0.00039030099869705734
428,429.0,0.01032937400159426,0.00045965060126036407,0.0003790875955019146
429,430.0,0.0102291374001652,0.00046969280228950085,0.0003910241997800767
430,431.0,0.010548536397982389,0.0004808329977095127,0.0003958930028602481
431,432.0,0.011335058603435755,0.00046301340335048736,0.0003889350045938045
432,433.0,0.010873271198943258,0.0004854193946812302,0.00039179620216600597
433,434.0,0.011077604402089491,0.0004870839999057353,0.00039782539824955164
434,435.0,0.01046938420040533,0.0004744428035337478,0.0003895661968272179
435,436.0,0.010835653799585999,0.00047084219986572864,0.00039150439552031456
436,437.0,0.0105981835979037,0.0004873486002907157,0.0004075808043126017
437,438.0,0.010716118803247809,0.0004886556009296328,0.0004111171991098672
438,439.0,0.01090413680067286,0.000481707596918568,0.000412879599025473
439,440.0,0.010746566997841,0.0004906521993689239,0.00040634660399518907
440,441.0,0.01130646460223943,0.0004894151992630213,0.00040357900434173644
441,442.0,0.010816083004465326,0.00048774080350995065,0.00041530339512974024
442,443.0,0.011042085196822881,0.000492474198108539,0.00040380559512414037
443,444.0,0.01081879819976166,0.0004910496005322784,0.0004053399956319481
444,445.0,0.010869045002618805,0.0004937645979225635,0.00040684480336494744
445,446.0,0.010950300400145352,0.0004914741963148117,0.0004086356027983129
446,447.0,0.011118443601299077,0.0004939027945511043,0.00041502719977870584
447,448.0,0.01147503379615955,0.000510799401672557,0.0004278672044165432
448,449.0,0.011537096602842212,0.0005038856004830449,0.0004286711977329105
449,450.0,0.011556223797379061,0.0005174814024940134,0.00042608259827829896
450,451.0,0.011633961996994912,0.0005022966011893004,0.0004235964035615325
451,452.0,0.011244729597819969,0.0005081493989564478,0.0004197064030449837
452,453.0,0.011759625602280721,0.0005101079994346946,0.0004236056003719568
453,454.0,0.011345430195797234,0.000508344202535227,0.00042627700022421775
454,455.0,0.011600405198987574,0.000536632997682318,0.00042731380090117456
455,456.0,0.012027147598564625,0.0005293173948302865,0.0004429513996001333
456,457.0,0.01159982219687663,0.00053325179615058,0.0004482568008825183
457,458.0,0.011607215198455378,0.0005216418008785695,0.00043830039794556797
458,459.0,0.012224766600411385,0.0005297467985656112,0.0004367387969978154
459,460.0,0.012017061200458557,0.0005311842018272728,0.0004651794035453349
460,461.0,0.012221879797289148,0.0005294529953971505,0.0004418014024849981
461,462.0,0.012105515599250794,0.000525876198662445,0.0004374590003862977
462,463.0,0.011955085198860616,0.0005335338006261736,0.00044441240024752917
463,464.0,0.01187560319667682,0.0005424853996373713,0.00045009320019744336
464,465.0,0.011935931403422728,0.0005334260000381619,0.0004450072010513395
465,466.0,0.01196804599603638,0.0005344634002540261,0.00044532299507409333
466,467.0,0.012046950199874118,0.0005411338002886623,0.00044802239863201977
467,468.0,0.012063521199161186,0.0005400469992309809,0.0004488017992116511
468,469.0,0.012135441595455631,0.0005412123980931937,0.0004511734005063772
469,470.0,0.012182029202813282,0.0005440300039481372,0.00045226800139062104
470,471.0,0.012226641998859122,0.0005448530020657927,0.00045394600019790234
471,472.0,0.012317882402567194,0.0005513513984624297,0.0004607528040651232
472,473.0,0.012332138401689008,0.0005493531993124634,0.0004672198032494634
473,474.0,0.01238333799992688,0.0005514435993973166,0.0004596672020852566
474,475.0,0.012431589601328596,0.0005539414007216692,0.00046150399721227585
475,476.0,0.012492189405020327,0.0005572127993218601,0.000463178800418973
476,477.0,0.012562682799762115,0.0005581051984336228,0.0004654908028896898
477,478.0,0.012593639001715928,0.0005603563971817493,0.0004719768010545522
478,479.0,0.012672273203497753,0.0005624136014375835,0.0004690953996032476
479,480.0,0.012715253396891057,0.0005651534011121839,0.0004708833992481232
480,481.0,0.012768354802392422,0.0005672316008713096,0.00047327199717983603
481,482.0,0.01282806980307214,0.0005752794037107378,0.00047521379892714324
482,483.0,0.012874518398893997,0.0005783658009022475,0.0004769148014020175
483,484.0,0.01291050979634747,0.0005749212054070085,0.0004790852020960301
484,485.0,0.013255999801913276,0.0005835151998326183,0.0004967877990566194
485,486.0,0.013492114399559796,0.0005956523993518204,0.0005010805965866893
486,487.0,0.013154089002637193,0.0005940500006545335,0.0004842825990635902
487,488.0,0.01358132180175744,0.0006044579960871488,0.0005205105990171432
488,489.0,0.014235818601446227,0.0006061111984308809,0.0004925300017930567
489,490.0,0.013695653597824275,0.0005929343984462321,0.0004908121947664768
490,491.0,0.013755102403229103,0.0006123833998572081,0.0005054460023529827
491,492.0,0.014313811395550147,0.0006422622012905776,0.0005184246052522212
492,493.0,0.014564852404873818,0.0006213417975232006,0.0005164399975910783
493,494.0,0.013951583800371736,0.0006055569974705577,0.0005030639993492513
494,495.0,0.013977456197608262,0.0006059013947378844,0.0005024772020988166
495,496.0,0.013994573999661952,0.000614174798829481,0.0005045486032031476
496,497.0,0.014060963602969424,0.0006174902024213225,0.0005066158017143607
497,498.0,0.014151498803403228,0.0006150062021333724,0.0005114814033731818
498,499.0,0.01417645380133763,0.0006188201950863004,0.0005112365994136781
